id,target
1598,0
1606,0
1612,0
1616,0
1620,0
1624,1
1629,0
1630,0
1635,1
1640,0
1641,1
1642,1
1651,0
1655,0
1656,0
1659,0
1664,0
1667,0
1668,0
1674,1
1678,0
1680,0
1681,0
1682,0
1685,0
1695,1
1696,0
1697,0
1704,1
1708,0
1711,0
1713,0
1714,1
1717,0
1729,0
1730,0
1732,0
1734,0
1736,0
1738,0
1742,1
1743,1
1746,0
1748,0
1749,0
1751,0
1758,0
1764,1
1765,0
1777,1
1778,0
1781,1
1782,0
1783,1
1785,1
1788,0
1793,0
1794,1
1795,1
1797,0
1800,0
1801,0
1805,0
1806,0
1819,0
1820,0
1825,0
1828,1
1829,0
1830,0
1839,0
1843,0
1844,0
1846,1
1849,1
1850,0
1854,1
1855,0
1858,0
1859,1
1862,0
1867,0
1868,1
1871,1
1872,1
1874,0
1876,1
1879,0
1884,0
1891,0
1894,1
1896,0
1902,1
1903,0
1904,0
1906,1
1907,0
1912,0
1913,1
1923,1
1926,0
1928,1
1930,0
1931,1
1934,1
1936,0
1944,0
1946,0
1947,0
1958,0
1964,0
1970,1
1974,0
1977,1
1978,0
1982,0
1984,1
1988,1
1993,1
1997,1
1998,0
2002,0
2004,1
2005,0
2008,1
2011,1
2013,1
2018,1
2021,0
2025,0
2029,0
2030,0
2032,1
2037,0
2041,0
2044,0
2048,1
2052,0
2053,1
2054,1
2062,0
2065,1
2066,0
2072,1
2079,1
2080,0
2085,0
2088,0
2090,0
2092,1
2093,1
2101,0
2104,1
2105,0
2106,0
2107,0
2120,0
2124,0
2127,1
2130,0
2132,1
2135,0
2137,1
2140,1
2143,1
2147,0
2151,1
2152,0
2155,1
2156,1
2162,0
2165,0
2166,0
2167,0
2168,0
2170,0
2178,0
2180,1
2182,0
2184,0
2185,1
2187,0
2196,1
2197,1
2199,1
2200,0
2201,0
2202,1
2206,0
2208,0
2218,1
2223,0
2224,0
2226,0
2228,0
2232,1
2234,0
2243,0
2247,1
2249,0
2252,1
2253,0
2259,0
2261,0
2264,0
2268,0
2269,0
2270,0
2276,0
2283,1
2287,0
2290,0
2291,1
2293,0
2295,1
2302,1
2305,0
2310,0
2313,0
2316,0
2320,0
2322,0
2323,0
2326,0
2328,0
2331,1
2335,1
2338,0
2343,1
2344,1
2345,0
2353,0
2355,0
2357,0
2360,0
2365,1
2369,1
2371,0
2378,1
2380,1
2381,1
2383,0
2384,1
2392,0
2393,1
2401,1
2403,0
2404,1
2405,0
2407,1
2411,0
2424,0
2426,0
2431,0
2433,1
2434,0
2436,1
2439,1
2444,0
2447,1
2448,1
2449,1
2450,1
2461,0
2469,0
2472,0
2473,1
2474,1
2477,0
2481,0
2484,0
2495,0
2503,0
2509,0
2511,0
2518,1
2522,0
2525,0
2526,0
2529,0
2533,0
2549,0
2551,0
2558,0
2562,0
2563,0
2567,1
2574,0
2577,0
2578,0
2580,1
2581,1
2583,1
2584,0
2586,0
2589,0
2595,0
2596,0
2600,1
2601,0
2607,1
2610,0
2613,1
2615,1
2618,1
2620,0
2623,1
2626,1
2630,1
2634,1
2636,0
2638,0
2639,0
2646,0
2650,0
2652,0
2653,0
2654,0
2662,0
2665,1
2669,1
2674,0
2678,0
2681,0
2685,0
2686,0
2690,0
2697,0
2699,0
2704,1
2705,0
2710,0
2712,0
2713,0
2716,0
2717,1
2718,1
2721,1
2722,1
2735,0
2737,0
2738,0
2742,0
2745,1
2746,1
2747,1
2750,0
2751,1
2754,0
2762,1
2764,1
2772,1
2775,0
2776,0
2779,0
2781,1
2789,1
2790,1
2791,0
2798,0
2800,0
2804,1
2805,1
2806,0
2809,0
2810,0
2812,1
2814,0
2816,1
2818,1
2823,1
2824,0
2834,1
2837,0
2840,0
2845,0
2847,1
2848,0
2850,0
2859,0
2862,0
2868,0
2874,0
2876,0
2892,0
2894,0
2897,0
2901,0
2903,1
2904,1
2906,1
2914,0
2918,0
2919,0
2923,0
2926,0
2928,1
2930,0
2938,0
2940,1
2949,0
2951,1
2958,0
2961,1
2962,1
2964,0
2966,0
2967,1
2968,1
2972,0
2977,0
2978,1
2979,1
2981,0
2985,0
2986,0
2989,0
2994,0
2996,0
2997,0
2999,0
3002,0
3007,0
3008,0
3017,1
3020,0
3024,1
3028,0
3031,0
3032,0
3033,1
3035,0
3040,0
3041,0
3046,0
3050,0
3063,0
3065,0
3067,0
3069,0
3076,1
3078,1
3081,0
3087,1
3088,0
3094,1
3096,0
3098,0
3103,0
3110,1
3113,0
3121,0
3127,0
3128,0
3129,1
3135,1
3143,0
3146,1
3148,0
3149,0
3151,1
3156,1
3160,0
3164,0
3169,1
3178,1
3187,0
3194,1
3202,1
3203,1
3204,0
3206,1
3207,0
3208,0
3209,0
3213,0
3214,0
3215,0
3220,0
3223,0
3224,0
3226,1
3228,1
3230,0
3232,0
3233,0
3234,0
3238,0
3246,0
3247,0
3250,0
3251,0
3254,1
3257,0
3258,1
3261,1
3267,0
3268,0
3269,1
3271,1
3272,1
3273,0
3279,1
3290,1
3291,0
3293,0
3294,0
3298,0
3305,0
3306,1
3307,0
3310,1
3313,0
3314,0
3315,0
3316,0
3321,0
3325,1
3326,0
3327,1
3330,0
3331,1
3332,1
3333,1
3343,1
3344,0
3348,0
3349,1
3350,0
3352,0
3353,1
3354,1
3358,0
3360,0
3366,1
3371,1
3374,1
3375,0
3378,0
3382,1
3384,0
3385,0
3386,0
3392,0
3399,0
3407,1
3409,0
3416,0
3420,1
3422,1
3424,1
3426,1
3427,1
3434,1
3438,0
3441,0
3442,0
3443,0
3444,0
3449,0
3453,0
3454,0
3456,1
3457,0
3458,0
3461,1
3467,1
3479,1
3488,0
3491,0
3496,0
3502,0
3507,0
3511,0
3515,0
3516,1
3538,0
3539,1
3541,1
3545,0
3546,1
3547,1
3551,1
3553,1
3556,0
3558,1
3559,0
3561,0
3562,1
3563,0
3564,0
3571,1
3574,1
3576,1
3577,1
3579,1
3580,1
3586,0
3590,1
3599,0
3600,1
3601,1
3605,1
3606,1
3612,1
3614,1
3615,1
3616,1
3620,1
3622,1
3624,1
3630,0
3644,0
3649,0
3651,0
3654,1
3665,0
3668,0
3671,1
3672,1
3673,1
3677,1
3678,1
3687,0
3688,0
3693,1
3698,0
3699,0
3701,0
3703,0
3706,1
3707,1
3709,0
3711,0
3714,1
3716,1
3720,0
3728,0
3731,0
3732,0
3733,0
3734,1
3740,0
3746,0
3749,0
3751,1
3755,0
3757,0
3762,0
3767,1
3769,1
3779,1
3781,0
3782,0
3783,1
3784,0
3790,1
3791,1
3792,1
3794,0
3799,1
3801,0
3804,1
3808,1
3809,1
3811,0
3813,0
3817,1
3818,1
3823,1
3843,0
3844,0
3846,0
3847,0
3852,0
3854,1
3856,1
3863,0
3865,1
3867,0
3871,0
3872,0
3878,0
3880,0
3881,0
3882,0
3883,1
3884,0
3885,1
3886,0
3890,0
3891,1
3898,0
3902,0
3909,0
3910,1
3912,0
3915,0
3918,1
3920,1
3925,0
3928,0
3929,1
3930,0
3931,0
3934,0
3939,0
3941,1
3942,0
3943,0
3946,0
3963,0
3965,1
3966,0
3971,0
3972,0
3974,0
3976,0
3978,0
3981,0
3985,0
3986,0
3987,1
3988,1
3991,0
3999,0
4001,0
4002,0
4004,1
4007,0
4009,0
4013,1
4015,1
4016,0
4023,0
4031,0
4035,0
4036,0
4037,0
4040,0
4048,0
4053,0
4056,0
4059,0
4066,0
4067,1
4069,1
4070,1
4071,0
4073,0
4074,0
4075,0
4082,1
4090,1
4099,1
4102,0
4106,0
4109,1
4110,0
4115,0
4118,1
4120,0
4125,0
4126,0
4130,1
4134,1
4136,1
4137,1
4144,0
4148,0
4151,0
4155,0
4162,0
4165,0
4169,0
4174,0
4179,0
4185,0
4186,0
4187,1
4188,1
4190,1
4192,1
4193,1
4194,0
4195,0
4196,0
4207,0
4208,0
4215,0
4217,0
4222,0
4223,0
4226,0
4228,1
4229,0
4231,0
4234,0
4236,0
4249,0
4254,1
4258,1
4259,0
4263,0
4267,0
4277,0
4278,0
4280,0
4283,1
4285,1
4286,1
4287,1
4290,0
4291,0
4294,0
4302,0
4308,1
4310,0
4311,0
4315,0
4316,1
4319,1
4331,0
4338,0
4339,1
4340,1
4344,0
4346,0
4347,0
4360,1
4364,0
4367,0
4369,0
4370,1
4371,1
4380,0
4386,1
4389,0
4390,0
4394,0
4399,1
4400,1
4404,1
4409,0
4414,0
4417,0
4418,1
4419,0
4420,1
4422,0
4429,1
4431,0
4433,1
4434,0
4439,0
4443,0
4446,0
4447,0
4453,0
4460,0
4461,0
4462,1
4467,0
4469,1
4473,1
4474,0
4475,0
4477,0
4481,0
4483,1
4484,0
4485,1
4495,0
4497,1
4500,1
4501,1
4502,0
4505,1
4506,0
4510,0
4512,1
4513,0
4532,0
4535,0
4536,0
4540,0
4545,0
4552,0
4554,0
4555,0
4558,1
4559,0
4560,0
4566,0
4570,1
4572,1
4574,1
4581,1
4583,1
4586,0
4591,0
4594,1
4603,0
4605,0
4612,1
4613,1
4615,0
4618,0
4621,0
4623,0
4626,1
4629,0
4633,0
4636,0
4638,0
4640,0
4643,0
4645,0
4647,1
4648,0
4651,0
4652,1
4653,0
4654,0
4660,1
4662,0
4663,1
4665,0
4668,0
4676,1
4683,0
4685,1
4686,0
4701,0
4718,0
4721,0
4727,1
4728,0
4733,0
4741,1
4743,0
4746,0
4751,0
4756,0
4761,0
4763,0
4764,0
4767,0
4772,1
4776,0
4780,0
4781,0
4792,0
4796,1
4801,1
4804,0
4805,1
4806,1
4811,1
4815,1
4816,0
4817,0
4818,1
4822,1
4824,0
4827,1
4837,0
4838,1
4839,0
4841,0
4851,1
4855,1
4861,1
4862,1
4863,0
4865,1
4871,0
4873,0
4880,0
4885,0
4886,1
4902,0
4904,0
4907,1
4916,1
4921,1
4925,1
4927,0
4928,1
4930,1
4932,0
4933,0
4937,0
4939,0
4941,0
4942,1
4947,0
4949,1
4950,1
4956,1
4960,0
4963,1
4965,0
4976,0
4977,0
4987,1
4991,0
4994,0
4999,0
5003,0
5006,0
5009,0
5011,1
5012,0
5014,1
5020,0
5021,0
5023,0
5026,0
5030,1
5031,0
5036,1
5042,1
5045,0
5048,0
5051,0
5053,1
5054,1
5057,1
5058,1
5066,1
5070,0
5077,0
5081,0
5084,0
5086,0
5090,0
5091,0
5093,1
5100,0
5108,0
5111,0
5112,0
5118,0
5121,0
5123,0
5129,0
5133,1
5143,0
5147,0
5151,1
5156,0
5158,0
5161,0
5163,1
5167,1
5173,0
5205,0
5214,1
5215,0
5216,0
5217,0
5225,0
5237,1
5239,0
5240,1
5241,0
5246,0
5250,1
5253,0
5258,0
5261,0
5268,0
5275,0
5277,0
5279,0
5288,0
5289,0
5294,1
5303,0
5307,1
5311,1
5312,0
5314,0
5318,1
5327,0
5329,0
5333,0
5334,0
5340,0
5348,1
5358,0
5360,1
5361,0
5363,0
5364,0
5369,0
5370,0
5374,0
5376,0
5388,0
5390,1
5393,1
5394,0
5395,0
5398,0
5399,0
5401,0
5402,0
5405,1
5414,0
5415,0
5419,0
5421,0
5422,0
5424,0
5427,0
5429,1
5431,1
5433,0
5434,1
5435,1
5436,0
5438,1
5440,0
5441,0
5447,0
5451,0
5453,1
5456,1
5457,1
5463,0
5464,0
5470,1
5472,0
5474,0
5478,0
5483,1
5490,0
5500,1
5504,1
5508,0
5511,1
5512,0
5513,0
5516,1
5523,1
5527,0
5530,0
5533,0
5536,0
5537,0
5542,0
5543,0
5546,0
5549,1
5550,0
5551,0
5562,1
5566,0
5568,1
5571,1
5572,0
5574,0
5583,1
5585,0
5591,1
5596,0
5597,1
5601,0
5606,0
5607,0
5610,0
5615,0
5616,0
5623,0
5630,0
5636,1
5637,0
5639,1
5640,0
5643,0
5648,1
5649,0
5660,0
5666,0
5667,0
5678,0
5679,0
5681,0
5682,0
5691,0
5696,0
5697,0
5700,0
5701,0
5702,0
5708,0
5709,0
5718,0
5723,0
5725,1
5728,0
5731,0
5735,1
5737,0
5738,0
5742,1
5747,1
5749,1
5750,1
5755,0
5756,0
5761,0
5762,1
5767,1
5768,0
5770,0
5773,0
5774,1
5779,0
5782,0
5785,0
5786,1
5787,0
5788,0
5796,1
5802,1
5806,0
5809,0
5810,0
5811,1
5813,1
5820,1
5823,0
5830,0
5831,1
5838,0
5839,0
5844,1
5846,1
5851,0
5852,1
5857,1
5859,0
5860,0
5862,1
5865,0
5866,0
5871,0
5872,0
5877,1
5878,1
5879,0
5880,0
5895,1
5897,1
5910,0
5914,0
5915,0
5917,0
5924,0
5926,1
5931,1
5936,0
5940,1
5941,0
5945,1
5946,1
5948,0
5951,0
5967,0
5968,0
5969,1
5970,0
5971,1
5973,0
5976,1
5977,1
5984,0
5986,1
5993,1
5994,0
6005,0
6006,0
6008,0
6010,0
6011,0
6014,0
6016,0
6018,0
6021,0
6025,0
6028,1
6029,1
6035,0
6040,0
6042,0
6044,1
6046,0
6052,0
6054,0
6062,0
6063,0
6067,1
6068,1
6077,1
6079,1
6080,0
6081,0
6082,0
6089,0
6095,0
6101,0
6107,1
6114,0
6117,1
6121,0
6122,1
6124,1
6129,0
6131,0
6136,1
6139,0
6142,0
6143,1
6144,1
6149,0
6155,0
6157,0
6158,0
6161,0
6168,0
6172,1
6176,0
6177,0
6179,0
6180,0
6182,1
6186,1
6189,0
6190,0
6194,1
6204,0
6205,0
6209,1
6210,1
6212,0
6214,1
6221,0
6225,0
6228,1
6229,0
6231,0
6235,1
6236,0
6237,1
6238,1
6239,1
6242,1
6249,0
6250,1
6251,0
6252,0
6260,0
6264,1
6266,1
6270,1
6275,1
6279,1
6280,1
6284,1
6285,0
6286,0
6287,0
6288,1
6289,1
6290,1
6291,0
6295,0
6298,1
6307,1
6308,0
6309,0
6313,1
6316,0
6319,0
6321,0
6324,0
6327,1
6333,1
6351,1
6352,1
6353,1
6357,1
6359,1
6360,1
6364,1
6367,0
6368,1
6377,0
6378,0
6379,0
6381,0
6390,0
6401,0
6408,0
6409,0
6411,0
6419,1
6424,0
6426,0
6428,1
6431,1
6432,0
6433,1
6435,0
6437,0
6439,0
6442,1
6444,0
6447,0
6456,0
6457,0
6460,0
6468,0
6471,0
6475,1
6476,1
6479,0
6483,0
6487,0
6488,0
6489,0
6496,0
6498,0
6502,0
6503,1
6507,1
6508,0
6509,0
6517,0
6521,0
6522,0
6524,0
6526,1
6531,0
6533,0
6538,0
6539,0
6544,1
6557,1
6558,0
6562,1
6563,1
6564,0
6574,0
6578,1
6581,0
6584,1
6587,0
6589,0
6590,1
6592,1
6595,0
6599,1
6600,0
6606,0
6609,1
6612,1
6615,1
6618,1
6620,1
6623,1
6633,0
6639,1
6640,1
6641,0
6645,0
6650,0
6651,0
6652,0
6657,1
6659,1
6666,1
6671,0
6673,0
6674,0
6677,0
6680,1
6684,1
6685,1
6691,1
6692,0
6696,0
6698,0
6704,1
6705,0
6710,1
6713,0
6715,1
6717,0
6718,0
6720,0
6728,0
6732,0
6733,1
6739,0
6740,1
6741,0
6743,0
6747,0
6750,1
6752,0
6753,0
6755,0
6761,1
6763,1
6768,0
6770,1
6771,1
6777,0
6778,1
6780,0
6782,0
6786,0
6791,1
6797,0
6798,0
6803,0
6805,1
6812,0
6816,0
6818,0
6822,1
6825,0
6826,0
6827,1
6829,0
6831,0
6836,1
6838,1
6840,1
6842,1
6846,0
6851,0
6853,0
6856,0
6859,0
6865,0
6866,1
6868,1
6869,0
6871,0
6873,0
6886,0
6887,0
6888,0
6889,0
6891,1
6894,1
6895,1
6899,1
6901,1
6902,1
6904,1
6906,0
6922,0
6923,0
6924,0
6927,0
6934,0
6938,1
6941,0
6942,0
6944,0
6947,0
6952,0
6957,0
6958,0
6964,0
6968,0
6969,0
6976,0
6982,1
6986,1
6987,1
6989,0
6991,0
6993,0
6995,0
6997,1
7000,0
7003,1
7004,0
7007,1
7011,1
7014,1
7016,1
7017,0
7020,0
7022,0
7028,0
7033,0
7034,1
7035,0
7038,1
7040,1
7041,0
7042,0
7045,1
7049,1
7055,0
7057,1
7062,0
7064,0
7066,1
7067,1
7072,1
7079,0
7082,0
7083,1
7084,1
7085,0
7087,1
7090,0
7094,1
7096,0
7099,1
7100,0
7101,0
7102,1
7103,0
7107,0
7110,1
7113,1
7117,0
7119,0
7123,0
7127,0
7133,1
7139,0
7143,1
7145,0
7151,1
7152,0
7153,0
7156,0
7162,0
7170,0
7172,0
7177,0
7181,0
7182,0
7189,0
7190,1
7200,0
7207,0
7209,1
7212,1
7216,0
7217,0
7219,1
7220,1
7222,1
7225,0
7233,0
7237,0
7238,0
7239,0
7240,0
7243,0
7245,0
7246,0
7249,0
7257,0
7258,1
7259,0
7262,1
7263,0
7269,1
7271,1
7273,1
7276,0
7279,0
7282,1
7284,1
7293,1
7298,1
7303,1
7304,1
7305,1
7308,1
7313,1
7314,1
7321,1
7322,0
7327,1
7333,1
7336,0
7339,1
7341,0
7346,1
7347,0
7349,1
7351,1
7353,0
7363,0
7364,0
7368,0
7370,1
7375,0
7376,0
7379,0
7382,1
7384,1
7385,0
7387,1
7388,1
7389,0
7394,0
7396,0
7398,0
7399,1
7401,0
7404,1
7406,0
7409,1
7411,0
7417,0
7420,0
7422,1
7423,0
7427,1
7429,1
7432,0
7435,0
7436,0
7440,0
7441,0
7445,0
7448,0
7449,0
7450,0
7454,0
7455,1
7460,0
7462,1
7464,0
7466,1
7468,1
7469,1
7471,1
7472,1
7483,1
7484,1
7485,0
7486,0
7487,0
7489,0
7492,0
7495,0
7499,0
7500,0
7506,1
7508,1
7509,1
7511,1
7516,1
7524,1
7538,0
7539,1
7541,0
7546,0
7549,1
7562,0
7564,0
7567,0
7572,1
7574,1
7575,0
7586,0
7592,1
7596,0
7597,0
7599,0
7606,0
7615,1
7618,1
7620,0
7624,0
7625,0
7629,1
7632,0
7636,0
7637,0
7646,0
7655,0
7658,0
7660,0
7664,0
7665,1
7666,0
7667,0
7673,0
7676,0
7682,0
7684,1
7690,0
7697,0
7700,1
7704,0
7705,1
7706,1
7708,0
7709,0
7710,0
7713,0
7716,0
7726,1
7729,1
7730,1
7732,0
7734,0
7740,0
7741,1
7745,0
7757,1
7762,1
7770,0
7776,0
7777,0
7778,0
7779,0
7782,0
7786,0
7791,0
7792,1
7794,1
7795,0
7796,0
7798,0
7805,0
7806,0
7808,0
7811,1
7814,0
7819,0
7820,0
7825,1
7829,1
7834,1
7836,0
7838,0
7841,0
7845,0
7846,0
7853,1
7856,1
7858,1
7859,0
7866,0
7875,1
7879,1
7884,0
7886,0
7890,0
7892,0
7896,0
7899,0
7900,0
7901,1
7904,0
7911,0
7917,1
7919,1
7920,0
7921,0
7922,0
7925,0
7927,1
7928,1
7931,0
7942,0
7946,0
7947,0
7948,0
7951,1
7956,1
7961,0
7964,0
7966,1
7967,1
7974,1
7975,1
7979,0
7985,0
7986,0
7993,1
7995,0
7997,0
7998,0
8004,0
8007,1
8011,0
8014,0
8022,0
8027,0
8033,0
8041,0
8042,0
8046,0
8048,0
8050,0
8051,1
8052,0
8053,0
8054,0
8059,0
8063,0
8072,0
8075,0
8076,0
8077,0
8078,0
8080,0
8082,0
8086,1
8090,0
8092,1
8093,0
8099,0
8104,0
8107,1
8108,0
8114,0
8115,0
8117,0
8123,0
8124,0
8127,1
8132,0
8134,0
8139,0
8145,0
8148,0
8151,0
8152,0
8153,0
8157,0
8160,0
8166,0
8167,0
8173,0
8174,1
8178,0
8179,0
8185,0
8186,1
8192,0
8193,0
8194,0
8197,0
8198,0
8199,1
8200,0
8206,1
8207,0
8220,0
8222,1
8227,1
8228,1
8229,0
8230,1
8233,0
8248,0
8249,1
8255,0
8260,1
8263,0
8265,0
8268,0
8269,0
8272,0
8273,0
8275,0
8277,0
8281,0
8282,1
8290,0
8293,1
8299,1
8302,1
8303,1
8305,1
8306,1
8307,0
8308,0
8313,0
8316,0
8319,0
8322,1
8323,0
8325,1
8326,1
8327,1
8328,1
8331,0
8333,1
8336,1
8338,1
8340,1
8342,1
8343,0
8353,1
8354,0
8357,0
8358,0
8359,0
8373,0
8376,0
8379,0
8380,0
8381,0
8384,1
8395,1
8398,1
8403,0
8407,0
8413,1
8417,0
8420,0
8421,0
8424,0
8426,0
8427,0
8438,1
8439,0
8442,0
8449,0
8456,0
8460,1
8462,0
8465,0
8466,0
8467,1
8469,0
8470,1
8474,0
8479,0
8481,1
8482,1
8485,0
8488,1
8492,1
8493,1
8495,1
8499,1
8501,1
8519,1
8521,1
8525,1
8527,1
8529,0
8532,0
8534,0
8535,1
8537,1
8544,0
8548,1
8549,1
8552,1
8554,1
8563,1
8564,0
8565,1
8566,1
8568,1
8569,1
8573,0
8583,1
8588,1
8590,1
8592,0
8593,0
8594,1
8597,0
8600,0
8601,0
8602,0
8603,0
8604,0
8605,0
8611,1
8614,0
8616,1
8617,0
8619,0
8626,1
8629,1
8630,1
8632,1
8634,1
8641,0
8645,1
8649,0
8652,1
8666,0
8671,0
8672,0
8675,0
8678,0
8679,0
8682,0
8687,0
8701,1
8703,0
8707,0
8713,0
8716,0
8719,0
8725,0
8730,1
8731,0
8748,1
8749,0
8756,0
8764,0
8765,0
8769,1
8771,1
8772,1
8773,0
8779,1
8792,0
8794,0
8796,1
8798,1
8803,0
8807,0
8809,0
8811,1
8813,1
8814,1
8818,1
8819,0
8820,0
8821,0
8822,0
8824,0
8826,0
8827,1
8828,0
8833,0
8834,0
8845,0
8847,0
8849,0
8861,0
8867,0
8868,0
8870,1
8873,1
8874,0
8876,1
8877,0
8879,0
8882,1
8884,0
8889,0
8891,0
8894,0
8895,0
8897,0
8898,0
8901,1
8904,0
8909,0
8910,1
8911,0
8915,0
8917,1
8918,1
8919,0
8922,1
8925,0
8928,0
8929,1
8930,1
8932,1
8937,1
8940,0
8943,0
8950,0
8951,0
8954,0
8958,0
8960,0
8964,0
8975,0
8977,0
8981,0
8982,1
8984,0
8988,0
8990,0
8991,1
8995,0
8997,0
9003,0
9004,1
9010,1
9011,0
9013,0
9014,0
9015,0
9017,0
9019,0
9021,0
9024,0
9032,1
9035,1
9036,1
9037,0
9043,0
9046,1
9048,1
9049,0
9050,1
9056,0
9063,0
9065,0
9066,0
9068,0
9069,0
9070,0
9073,0
9076,0
9091,0
9092,0
9104,0
9105,1
9108,0
9111,0
9115,0
9117,1
9122,1
9125,0
9127,1
9129,1
9133,1
9136,1
9138,0
9140,0
9147,0
9150,0
9152,0
9153,1
9155,0
9158,1
9160,0
9163,0
9165,1
9167,1
9168,1
9170,1
9176,0
9178,1
9184,0
9186,0
9188,0
9189,0
9190,0
9196,0
9198,0
9199,0
9200,0
9201,0
9202,0
9204,0
9205,1
9213,1
9214,1
9224,1
9227,0
9228,0
9229,0
9234,0
9236,1
9241,1
9243,1
9245,0
9256,0
9258,0
9261,0
9274,0
9279,1
9282,1
9284,0
9285,0
9291,0
9295,0
9299,1
9302,0
9304,0
9305,1
9306,0
9310,0
9312,1
9316,1
9318,0
9323,0
9326,0
9327,0
9328,1
9331,0
9335,0
9336,0
9340,0
9349,1
9352,0
9353,0
9354,0
9356,0
9357,0
9358,0
9359,0
9364,0
9366,1
9369,0
9370,0
9379,0
9381,1
9383,0
9389,1
9390,0
9392,0
9394,0
9398,0
9399,0
9400,0
9407,0
9409,0
9412,0
9413,0
9415,0
9419,1
9423,0
9424,0
9426,0
9427,0
9428,0
9429,1
9433,1
9437,1
9440,1
9442,0
9443,0
9444,1
9447,0
9459,0
9461,0
9462,0
9464,1
9473,1
9475,1
9476,0
